u_mag,g_mag,r_mag,i_mag,z_mag,cat
19.194344,17.619743,16.984558,16.755077,16.677803,star
19.310419,16.773613,15.66479,15.253988,15.05744,star
17.335276,16.261272,15.912935,15.754142,15.736543,star
17.277454,15.945286,15.442378,15.24873,15.191004,star
19.183479,17.55793,16.975216,16.751499,16.65053,star
18.735678,17.483181,16.968981,16.760283,16.713364,star
18.588188,16.413967,15.529835,15.189809,15.052008,star
18.079611,17.089945,16.719753,16.563086,16.556824,star
17.632647,16.767826,16.507174,16.350906,16.362309,star
18.692549,16.921091,16.247049,15.935016,15.838862,star
19.845964,17.497948,16.497715,16.094286,15.917672,star
16.808207,15.66542,15.243952,15.028289,15.034883,star
19.11573,17.320395,16.65992,16.248987,16.135008,star
18.537697,17.430351,16.97843,16.775219,16.706383,star
19.729298,17.961197,17.22567,16.977978,16.863741,star
19.516132,17.26527,16.404633,16.134321,15.99385,star
19.57229,17.911108,17.275072,17.132732,16.924583,star
19.333126,17.64255,16.977972,16.759575,16.65341,star
20.438152,17.854464,16.626629,16.174133,15.910096,star
19.654648,17.928047,17.266438,17.014524,16.884777,star
18.912519,17.145107,16.465956,16.181107,16.026361,star
18.176136,17.003229,16.629934,16.493267,16.438948,star
18.113531,16.833038,16.375347,16.211857,16.121077,star
18.471397,17.440674,17.07151,16.906576,16.898884,star
18.895388,17.69039,17.235697,17.320833,16.9604,star
18.128645,16.677078,16.168644,16.001841,15.920338,star
19.586029,17.12726,16.042484,15.617883,15.387589,star
18.648643,17.592379,17.141113,16.969141,16.841965,star
20.313297,17.751982,16.347643,15.670098,15.313323,star
18.722948,17.559978,17.14698,16.999556,16.917473,star
18.581593,17.70253,17.486021,17.412802,17.379869,star
16.924498,15.931988,15.592141,15.495165,15.445848,star
18.526485,17.358826,16.846098,16.666002,16.589434,star
20.633638,17.970171,16.485615,15.72909,15.249264,star
17.369196,16.19245,15.725281,15.594353,15.523844,star
19.5254,17.704353,16.971716,16.727962,16.580774,star
17.557854,16.180334,15.682327,15.563231,15.509909,star
19.519426,17.762241,17.07003,16.78838,17.075531,star
17.442749,16.285704,15.848029,15.690496,15.636523,star
19.458216,17.835306,17.246052,17.015991,16.910698,star
17.969172,16.82752,16.433292,16.277252,16.249046,star
19.068619,17.903091,17.487139,17.336845,17.28904,star
19.041395,17.833607,17.357193,17.187531,17.092627,star
18.724428,17.134752,16.531042,16.257973,16.104713,star
18.843693,17.947008,17.667624,17.60107,17.591923,star
18.273382,17.234934,16.878937,16.699697,16.683308,star
18.669222,17.429104,16.877262,16.708796,16.630726,star
18.755232,16.603821,15.71853,15.419964,15.266067,star
19.704245,17.994841,17.229271,16.915203,16.750145,star
18.153709,16.982306,16.454836,16.297668,16.225515,star
17.678417,16.301882,15.712676,15.509911,15.409434,star
17.685089,16.089224,15.543274,15.311609,15.285642,star
20.301426,17.750832,16.397715,15.673391,15.377351,star
18.805801,16.803797,15.937329,15.63953,15.45521,star
17.106739,16.102654,15.777725,15.700358,15.647158,star
18.907944,17.911602,17.574429,17.502016,17.456377,star
17.757919,16.485102,16.089771,15.941589,15.875201,star
17.827957,16.729776,16.341436,16.184942,16.116564,star
17.665298,16.473387,16.096588,15.912519,15.866616,star
20.155045,17.850653,16.873577,16.517372,16.286903,star
18.795984,17.181902,16.527695,16.329802,16.213663,star
18.762377,16.811008,16.059662,15.840125,15.714014,star
19.63064,17.915653,17.234951,16.983582,16.873434,star
18.810493,17.309668,16.761198,16.521645,16.410767,star
16.867535,15.95434,15.7362,15.65237,15.634969,star
18.656145,17.757427,17.537739,17.413004,17.403879,star
19.516893,17.430408,16.542206,16.179937,15.999435,star
17.869877,16.724648,16.35066,16.176628,16.129107,star
18.023451,16.983511,16.820415,16.784569,16.784931,star
18.681469,17.769236,17.507313,17.486851,17.381487,star
17.676126,16.578754,16.170568,16.032251,15.952942,star
17.090633,15.791782,15.360832,15.203635,15.146016,star
18.309301,17.372992,17.087532,16.988861,16.852037,star
18.956467,17.959337,17.879326,17.890339,17.906511,star
17.989666,16.750454,16.287342,16.138985,16.051043,star
17.839403,16.844055,16.462835,16.376112,16.303427,star
18.656246,16.731075,15.949769,15.63315,15.468632,star
18.742395,17.49032,17.06592,16.878454,16.809078,star
18.741821,17.227079,16.70928,16.449522,16.383976,star
18.046207,16.961643,16.60652,16.483185,16.412483,star
18.350304,17.030914,16.57638,16.410273,16.356714,star
18.134567,16.634903,16.111866,15.912221,15.718734,star
19.080629,17.38319,16.697386,16.442652,16.282949,star
17.170616,16.281975,16.010881,15.908436,15.878016,star
17.309402,16.14835,15.641357,15.399835,15.299932,star
18.572235,17.399792,16.970966,16.801453,16.756172,star
19.992476,17.544214,16.307928,15.83603,15.560825,star
19.909927,17.82065,16.956505,16.660084,16.494978,star
17.028996,15.947403,15.582569,15.444068,15.403919,star
18.375402,16.72443,16.098335,15.86331,15.744199,star
17.070614,16.058058,15.739726,15.616985,15.586841,star
18.179432,17.269075,17.015785,16.912968,16.85323,star
17.851908,16.592007,16.1532,15.989399,15.936066,star
17.793797,16.802347,16.511457,16.409731,16.388916,star
18.137899,16.867935,16.464294,16.327089,16.276407,star
18.725319,16.982994,16.330288,16.096672,15.967964,star
19.179474,17.302315,16.538021,16.255957,16.103407,star
17.330299,16.467852,16.149233,16.029179,15.991599,star
19.728584,17.761793,16.992033,16.737642,16.556938,star
18.323717,16.565088,15.940115,15.664437,15.53471,star
18.290781,17.265564,16.924801,16.783945,16.719154,star
18.642643,16.734495,15.940819,15.657245,15.529021,star
17.571432,16.240292,15.766418,15.632101,15.571999,star
18.292191,16.621868,15.942173,15.674717,15.535523,star
18.787901,17.853079,17.524672,17.411829,17.367441,star
20.000048,17.581442,16.476894,16.097822,15.829328,star
18.203373,17.28825,17.000376,16.926876,16.858078,star
16.780741,15.814782,15.460847,15.413733,15.354446,star
18.402777,17.463139,17.141819,17.029364,16.958843,star
17.909372,16.9697,16.681215,16.54215,16.453125,star
17.316694,16.008905,15.525083,15.362589,15.24117,star
19.742573,17.710558,16.915148,16.629175,16.4158,star
19.195547,17.855648,17.316851,17.116903,16.954649,star
18.184532,16.640985,16.039562,15.828684,15.649387,star
18.230677,17.064924,16.659876,16.485176,16.455297,star
20.313677,17.749819,16.701742,16.236275,16.055006,star
18.202526,17.285202,16.88139,16.783438,16.750633,star
19.522692,17.739565,16.998869,16.804054,16.681492,star
17.886154,16.84936,16.313444,16.149904,16.077457,star
19.123556,17.398006,16.683315,16.479733,16.365767,star
18.287109,16.985128,16.350019,16.150785,15.989471,star
18.705297,16.977291,16.303635,16.067301,15.907401,star
18.592295,17.692728,17.400074,17.299269,17.264751,star
17.488857,16.651623,16.407604,16.316401,16.297556,star
18.712093,17.462343,17.050508,16.957563,16.895445,star
19.010942,17.793278,17.322956,17.18294,17.132935,star
17.836069,16.794775,16.444454,16.378859,16.341656,star
18.443605,17.141167,16.522884,16.322994,16.269474,star
18.796307,17.582457,17.159346,17.00219,16.971418,star
18.307373,16.703686,16.055683,15.794755,15.701294,star
18.74029,16.677233,15.915641,15.65601,15.544198,star
18.450382,16.673729,15.949693,15.638754,15.492291,star
18.681282,17.154736,16.543829,16.317326,16.232994,star
19.425072,17.973658,17.385796,17.138002,17.010046,star
17.883156,16.572168,16.01692,15.76728,15.668191,star
18.649559,17.80164,17.551853,17.467327,17.457539,star
17.24012,15.776213,15.269886,15.084905,15.025823,star
19.408733,17.834684,17.226688,17.034164,16.922508,star
18.305071,16.89502,16.43399,16.270338,16.209305,star
17.573944,16.455462,16.086077,15.919526,15.905931,star
20.450035,17.873486,16.735332,16.277946,16.042192,star
17.936823,16.471214,15.88558,15.643384,15.501529,star
18.613188,16.747036,15.998746,15.743259,15.596516,star
20.684675,17.971521,16.56695,15.757177,15.331434,star
18.565176,17.048183,16.441368,16.139059,16.03834,star
17.727409,16.748095,16.418886,16.294033,16.290041,star
18.575701,16.665518,15.85451,15.532939,15.400665,star
20.209215,17.721861,16.522034,15.973402,15.747751,star
18.0228,16.694212,16.252871,16.101791,16.055323,star
18.987408,17.000555,16.178858,15.876968,15.733286,star
17.311419,15.909546,15.373306,15.194673,15.121572,star
18.136456,16.638733,16.047447,15.766655,15.767172,star
18.155766,17.225647,16.834854,16.747248,16.70973,star
16.989132,15.892811,15.492396,15.330973,15.259313,star
19.23583,17.900249,17.438797,17.282782,17.202028,star
17.863541,16.631823,16.077745,15.935081,15.889828,star
20.215101,17.745144,16.729017,16.402143,16.200445,star
18.901516,17.725897,17.283316,17.110146,17.061676,star
19.702343,17.503071,16.550606,16.238541,16.086285,star
18.683615,16.727657,15.973893,15.695395,15.582166,star
18.490353,16.703014,16.043533,15.840679,15.767124,star
19.308355,17.947481,17.419245,17.203281,17.116083,star
19.164019,17.937212,17.44544,17.268013,17.23177,star
17.371397,16.574163,16.247629,16.146509,16.133415,star
18.680201,17.381634,16.904478,16.739162,16.656715,star
19.827959,17.248741,16.00964,15.527733,15.279788,star
18.482203,17.088144,16.607454,16.436781,16.370365,star
17.953789,16.659496,16.24235,16.08238,16.033653,star
18.77247,17.606331,17.107956,16.894058,16.80575,star
20.142735,17.932838,16.984581,16.624548,16.433455,star
17.557131,15.931797,15.331944,15.126381,15.029203,star
19.041008,17.928396,17.503733,17.375263,17.352909,star
19.141546,17.103558,16.29723,15.987648,15.849497,star
19.551908,17.158258,16.019537,15.577378,15.328794,star
18.883215,17.670841,17.232012,17.068592,17.029173,star
17.611652,16.324293,15.917462,15.665466,15.61488,star
18.373365,17.185059,16.810284,16.670097,16.622154,star
19.06958,17.973566,17.635822,17.510639,17.487806,star
20.337189,17.999332,16.884615,16.442631,16.179205,star
19.12916,17.328749,16.599758,16.330099,16.198944,star
18.702579,17.720238,17.373478,17.259714,17.200485,star
16.731049,15.858418,15.615972,15.500419,15.524975,star
17.690823,16.508585,16.075499,15.908929,15.750518,star
18.591003,17.299786,16.827255,16.645107,16.578066,star
18.215887,17.199173,17.163767,17.192068,17.269487,star
20.129311,17.849537,16.887968,16.532755,16.32338,star
18.372765,17.189415,16.712456,16.477997,16.381371,star
18.901062,16.766233,15.923752,15.615007,15.471838,star
18.253813,17.23308,16.912912,16.823645,16.918741,star
17.255878,15.915062,15.506764,15.374534,15.310319,star
18.743584,16.836061,16.214333,16.008991,15.893043,star
17.894787,16.859116,16.50901,16.357101,16.367905,star
17.716421,16.561373,16.298445,16.002005,15.921869,star
19.018631,17.83906,17.305075,17.12258,16.980076,star
17.371187,16.312649,15.950448,15.817017,15.77739,star
18.86944,17.944412,17.640135,17.358095,17.452126,star
17.779346,16.411488,15.908831,15.723377,15.642085,star
18.051159,17.082191,16.789051,16.655586,16.658548,star
19.675442,16.961533,15.759323,15.337196,15.069098,star
18.491165,16.839371,16.406803,16.215902,16.126348,star
18.598148,17.446001,17.047899,16.909662,16.876144,star
18.053917,16.713701,16.189632,16.01967,15.893315,star
19.596174,17.871727,17.218225,16.907375,16.760803,star
18.404455,17.39609,17.071518,16.926344,16.870264,star
18.827736,17.613985,17.202089,17.028372,16.978432,star
18.749454,17.159918,16.584024,16.352812,16.218454,star
20.420292,17.958633,16.834404,16.264444,15.950683,star
17.921711,16.684671,16.560913,16.53339,16.505522,star
17.887926,16.10269,15.467836,15.222438,15.098375,star
18.388466,17.395466,17.143316,17.023567,17.016819,star
18.720396,16.788824,16.08292,15.817167,15.682639,star
17.957268,16.539566,16.051769,15.866363,15.794895,star
19.160574,17.911242,17.410273,17.187819,17.130848,star
18.63273,17.183029,16.52486,16.235611,16.092661,star
20.059748,17.281185,16.044235,15.521872,15.244889,star
20.335655,17.683105,16.355263,15.813778,15.540263,star
19.381601,17.859314,17.301851,17.131014,17.056599,star
20.015495,17.93236,17.087818,16.807526,16.656931,star
19.607977,17.739887,17.068216,16.851944,16.782787,star
18.932812,17.432817,16.904978,16.700258,16.620968,star
18.638731,17.456087,17.031689,16.91844,16.868307,star
19.071062,17.869253,17.336941,17.128918,17.018444,star
19.789318,17.81164,17.051785,16.766647,16.616684,star
20.498346,17.897322,16.688164,16.235579,15.973244,star
17.270708,16.300272,15.958152,15.821354,15.782342,star
19.022148,16.572187,15.558034,15.213753,15.014859,star
19.094213,17.92462,17.469412,17.261316,17.178162,star
18.145487,17.044941,16.653107,16.509197,16.464703,star
19.638636,17.392605,16.565968,16.32196,16.219412,star
18.794317,17.257357,16.64959,16.456882,16.36285,star
17.573442,16.133072,15.533098,15.301985,15.198085,star
18.526564,17.068188,16.531439,16.363068,16.262877,star
20.465212,17.89362,16.584547,16.016966,15.708747,star
20.33754,17.902481,16.776573,16.296158,15.98697,star
19.379923,17.857132,17.254536,17.045233,16.897581,star
18.626623,17.52397,17.13592,16.976881,16.912764,star
19.169994,17.041965,15.989408,15.536112,15.233239,star
19.200415,17.609404,16.987314,16.768936,16.667185,star
16.741627,15.635597,15.209226,15.045115,15.017825,star
19.019569,17.839581,17.387287,17.205429,17.066822,star
19.325977,17.247524,16.483982,16.208677,16.041695,star
17.514122,16.336702,15.947553,15.773871,15.719769,star
19.504936,17.951969,17.355574,17.149776,16.98407,star
17.464861,16.084454,15.558188,15.390503,15.294873,star
17.924349,16.847466,16.475462,16.360519,16.260372,star
18.159662,16.399803,15.758098,15.500322,15.331256,star
18.966818,17.45174,16.913166,16.671562,16.540035,star
17.438501,16.513508,16.149939,16.004038,15.942342,star
17.869909,16.971237,16.544416,16.36974,16.278185,star
17.074306,16.03973,15.727492,15.655425,15.67237,star
18.711462,16.72813,15.951044,15.640429,15.502227,star
17.97393,16.290373,15.593031,15.369895,15.234494,star
17.805244,16.776215,16.456642,16.335806,16.382015,star
17.051283,15.987532,15.633732,15.494373,15.38653,star
19.808029,17.75769,16.849401,16.456602,16.237955,star
20.363464,17.856037,16.504953,15.793153,15.408422,star
18.900677,17.893637,17.578276,17.432421,17.367456,star
17.461794,16.546211,16.22327,16.079252,16.050522,star
18.149488,17.013897,16.554049,16.461744,16.36628,star
19.20355,16.948149,16.108334,15.806959,15.569089,star
19.58802,17.224062,16.12504,15.743258,15.522582,star
17.456045,16.159433,15.661533,15.518448,15.409927,star
18.868011,17.438337,16.836145,16.584364,16.429564,star
18.161371,16.634598,16.047304,15.793997,15.715106,star
18.684795,16.549849,15.733838,15.480304,15.325783,star
18.154528,17.244722,16.944216,16.832819,16.786943,star
19.287424,17.145044,16.301357,15.96421,15.845836,star
18.988007,17.707367,17.319752,17.124939,17.082373,star
17.403284,16.107162,15.63205,15.47799,15.440185,star
20.066168,17.648399,16.697268,16.349792,16.171263,star
20.176287,17.516706,16.216286,15.651138,15.343761,star
18.486887,17.113199,16.508793,16.245604,16.100319,star
17.464291,16.299662,15.878042,15.739264,15.684564,star
19.21279,16.885443,15.933877,15.570073,15.388645,star
18.668589,17.535969,17.105665,16.972292,16.921669,star
18.604572,17.585028,17.253754,17.124323,17.076828,star
18.631258,17.277771,16.792297,16.616854,16.538263,star
19.566624,17.318575,16.413284,16.120121,15.922414,star
17.501541,16.373209,15.960688,15.824501,15.812878,star
20.611719,17.993235,16.708689,16.081762,15.734434,star
17.869457,16.86025,16.502918,16.329338,16.273579,star
18.920408,17.723331,17.271322,17.11165,17.065062,star
17.334229,15.998899,15.57398,15.414521,15.35339,star
19.268612,17.979298,17.516253,17.310457,17.252123,star
18.833639,17.245819,16.633238,16.404545,16.298948,star
17.741598,16.706129,16.389559,16.269472,16.22854,star
17.710478,16.472078,15.925589,15.682805,15.57424,star
18.008867,16.859304,16.464262,16.318562,16.268389,star
18.083273,16.363766,15.692116,15.414762,15.269467,star
19.135691,17.399986,16.736683,16.483183,16.348829,star
18.367176,16.639563,15.977527,15.712413,15.591002,star
18.430851,17.549137,17.380095,17.303419,17.349051,star
18.185829,16.983931,16.603861,16.462698,16.455111,star
18.415304,16.856255,16.168106,15.892897,15.745483,star
17.726795,16.384949,15.914379,15.749801,15.703932,star
17.447073,16.326323,15.963494,15.838983,15.770949,star
20.142265,17.720297,16.41773,15.840255,15.502011,star
18.313356,16.883781,16.349894,16.181324,16.093077,star
17.387606,16.348154,15.954413,15.84729,15.789495,star
19.630707,17.502184,16.614223,16.296938,16.099436,star
18.89959,17.838902,17.394743,17.201166,17.105547,star
18.267801,16.802069,16.255426,16.040731,15.96498,star
18.070665,16.954456,17.058496,17.141319,17.232864,star
18.053112,16.925007,16.379694,16.170782,16.06826,star
18.543028,17.544609,17.20776,17.121807,17.089552,star
18.316999,16.968691,16.483128,16.327868,16.269333,star
19.169744,17.799129,17.248343,17.063467,17.048143,star
19.156494,17.779686,17.297062,17.068295,16.950724,star
19.786346,17.503595,16.642241,16.316776,16.136581,star
18.543251,17.016823,16.43532,16.16855,16.05681,star
19.790699,17.471312,16.541721,16.212921,16.021938,star
16.758978,15.794434,15.529902,15.42316,15.456388,star
18.970491,17.755407,17.324486,17.140518,17.099062,star
18.078949,16.94668,16.546873,16.366146,16.301844,star
18.116674,16.868895,16.427856,16.281996,16.233147,star
19.424179,17.906338,17.291613,17.01075,16.848436,star
17.440859,16.359138,15.99123,15.858254,15.728627,star
20.228144,17.691446,16.458406,15.919409,15.668262,star
20.240545,17.641348,16.26376,15.605289,15.219238,star
17.579304,16.65332,16.275669,16.129848,16.063011,star
18.630283,17.040058,16.357285,16.134054,16.002775,star
19.6033,17.643429,16.864485,16.526012,16.32464,star
19.301012,17.980953,17.519049,17.319969,17.149548,star
16.858177,15.765915,15.362761,15.20954,15.136988,star
18.19453,16.851234,16.376984,16.228245,16.137527,star
17.805916,16.794817,16.406082,16.264975,16.167574,star
18.438425,17.322973,16.952274,16.818874,16.743423,star
18.354837,16.893282,16.349421,16.150854,16.032879,star
19.828785,17.324579,16.072115,15.598247,15.306671,star
18.621511,16.916422,16.282341,16.0431,15.914881,star
16.928169,15.790145,15.413448,15.250381,15.195259,star
17.250694,16.134777,15.757215,15.608816,15.58307,star
19.581,19.519,19.498,19.181,19.137,QSO
18.122,18.149,18.132,17.933,17.817,QSO
23.244,19.653,19.275,19.41,19.312,QSO
18.445,18.091,18.209,18.136,18.214,QSO
20.386,20.074,20.012,20.001,19.84,QSO
19.386,19.162,18.818,18.694,18.721,QSO
19.986,19.374,19.282,19.137,18.9,QSO
19.286,19.042,18.893,18.647,18.674,QSO
19.976,19.743,19.419,19.201,19.215,QSO
16.846,16.737,16.563,16.662,16.237,QSO
18.522,18.412,18.324,18.045,17.958,QSO
19.094,18.967,18.705,18.685,18.771,QSO
19.096,18.98,18.68,18.668,18.695,QSO
18.826,18.826,18.839,18.591,18.537,QSO
20.888,20.38,20.43,20.315,20.029,QSO
19.669,19.08,18.935,18.984,18.746,QSO
18.898,18.686,18.637,18.437,18.446,QSO
20.675,20.458,20.146,20.059,20.028,QSO
21.128,20.534,20.249,19.925,19.895,QSO
19.769,19.19,19.044,18.986,18.85,QSO
19.488,19.462,19.391,18.935,18.906,QSO
19.791,19.459,19.059,18.946,18.986,QSO
19.112,18.886,18.601,18.63,18.725,QSO
19.068,18.98,18.859,18.674,18.612,QSO
19.272,19.293,19.037,19.051,19.077,QSO
19.945,19.632,19.417,18.97,18.941,QSO
19.747,19.333,19.314,19.09,19.094,QSO
19.085,18.968,18.881,18.727,18.558,QSO
18.927,18.651,18.392,18.382,17.994,QSO
23.364,21.706,20.178,20.1,20.084,QSO
19.905,19.572,19.475,19.223,19.145,QSO
19.809,19.235,19.204,19.132,18.892,QSO
19.412,19.086,18.768,18.718,18.796,QSO
19.574,19.358,19.163,19.194,19.225,QSO
20.518,20.339,20.34,20.142,20.084,QSO
18.927,18.719,18.62,18.455,18.265,QSO
19.259,18.748,18.904,18.989,18.888,QSO
20.07,19.523,19.312,19.31,19.067,QSO
19.323,19.135,18.901,18.991,19.074,QSO
20.944,20.188,20.13,20.336,19.964,QSO
19.256,19.169,19.079,18.905,18.799,QSO
18.81,18.626,18.421,18.196,18.153,QSO
20.108,20.075,19.907,19.537,19.561,QSO
19.488,19.208,19.108,19.051,18.758,QSO
20.404,20.293,20.381,20.212,20.153,QSO
18.795,18.653,18.399,18.424,18.46,QSO
20.281,20.041,19.459,19.001,18.833,QSO
18.106,17.845,17.601,17.574,17.58,QSO
20.071,19.909,19.703,19.71,19.541,QSO
17.803,17.759,17.658,17.504,17.475,QSO
20.253,19.954,20.02,19.793,19.765,QSO
18.846,18.566,18.371,18.526,18.554,QSO
18.91,18.525,18.157,18.045,17.536,QSO
19.898,19.466,18.979,18.866,18.38,QSO
18.096,17.902,17.477,17.004,17.136,QSO
19.578,19.557,19.554,19.402,19.399,QSO
19.769,19.465,18.978,18.908,18.882,QSO
18.984,18.927,18.631,18.608,18.757,QSO
19.713,19.407,19.299,19.164,19.035,QSO
20.834,19.669,18.493,18.161,17.953,QSO
21.551,19.559,19.357,19.106,19.141,QSO
19.845,19.214,19.215,19.207,18.991,QSO
20.323,20.039,19.978,20.001,19.954,QSO
19.59,19.166,19.254,19.077,18.814,QSO
19.097,18.859,18.9,18.716,18.528,QSO
20.557,19.773,19.291,18.868,18.648,QSO
19.294,19.103,19.057,18.73,18.752,QSO
18.711,18.427,18.412,18.182,18.222,QSO
20.136,19.819,19.488,19.262,18.683,QSO
21.006,19.797,19.697,19.523,19.111,QSO
19.059,18.951,18.972,18.926,18.864,QSO
19.418,19.205,19.016,18.977,18.813,QSO
17.899,17.748,17.697,17.514,17.563,QSO
17.975,17.838,17.85,17.793,17.724,QSO
20.171,19.61,19.275,18.94,18.874,QSO
19.61,19.158,18.967,18.923,18.765,QSO
20.298,20.238,20.224,20.071,20.018,QSO
19.022,18.717,18.514,18.245,18.244,QSO
21.805,20.088,19.836,19.614,19.399,QSO
19.583,19.348,19.124,18.842,18.688,QSO
20.112,17.756,17.61,17.559,17.39,QSO
20.46,20.144,20.074,19.858,19.791,QSO
19.075,19.123,18.816,18.797,18.838,QSO
24.062,21.117,19.043,18.615,18.335,QSO
19.313,19.318,19.048,19.069,19.164,QSO
19.592,19.224,19.29,19.13,18.936,QSO
19.296,19.332,19.154,19.134,19.19,QSO
20.079,19.96,19.669,19.457,19.422,QSO
19.219,19.097,18.982,19.005,18.949,QSO
19.562,19.348,19.238,18.98,19.013,QSO
19.531,19.259,18.89,18.927,18.815,QSO
18.391,18.267,18.084,18.05,18.096,QSO
19.989,19.786,19.896,19.787,19.785,QSO
19.417,19.1,19.066,18.823,18.791,QSO
20.512,20.658,20.208,20.059,20.25,QSO
20.442,20.373,20.358,20.194,20.233,QSO
19.677,19.321,19.246,19.01,18.86,QSO
19.628,19.417,19.119,19.091,19.084,QSO
19.43,18.95,18.907,18.673,18.692,QSO
20.608,18.73,18.364,18.22,18.225,QSO
20.389,20.335,20.042,20.148,20.256,QSO
20.59,19.456,19.169,19.1,19.128,QSO
19.453,19.321,19.201,18.915,18.837,QSO
19.344,19.182,18.99,19.031,19.044,QSO
20.539,20.021,19.525,19.086,18.841,QSO
19.662,19.561,19.257,19.127,19.119,QSO
21.058,20.558,20.495,20.25,19.831,QSO
18.978,18.741,18.755,18.442,18.416,QSO
23.873,21.502,20.245,19.984,19.868,QSO
20.778,20.53,20.384,20.287,19.974,QSO
19.807,19.578,19.347,19.192,19.167,QSO
22.338,21.013,20.39,19.988,19.253,QSO
19.692,19.349,19.29,19.225,19.004,QSO
18.91,18.876,18.666,18.517,18.096,QSO
25.65,18.976,18.328,18.207,18.135,QSO
20.405,19.393,19.269,19.226,19.343,QSO
20.629,20.28,20.175,20.221,19.932,QSO
20.215,19.621,19.5,19.521,19.118,QSO
20.454,19.989,19.251,18.955,18.443,QSO
19.077,18.441,17.64,17.217,16.797,QSO
23.206,20.543,20.185,19.908,19.796,QSO
20.278,20.243,19.938,19.874,19.967,QSO
19.137,18.713,18.705,18.826,18.662,QSO
19.067,18.657,18.519,18.342,18.091,QSO
19.748,19.575,19.411,19.534,19.352,QSO
20.596,19.905,19.691,19.36,19.219,QSO
19.066,18.896,18.853,18.569,18.536,QSO
23.455,21.428,20.308,20.192,20.076,QSO
20.27,20.043,20.024,19.808,19.789,QSO
21.06,20.604,20.091,20.049,20.197,QSO
20.682,19.7,18.966,18.639,18.414,QSO
20.462,20.467,20.278,20.305,20.327,QSO
19.253,19.197,18.974,19.059,19.264,QSO
19.822,19.229,19.235,19.155,18.879,QSO
19.532,19.325,19.272,19.098,19.243,QSO
19.683,19.379,19.136,18.897,18.82,QSO
18.997,18.729,18.866,18.72,18.666,QSO
20.362,20.278,20.314,20.291,20.029,QSO
20.706,20.658,20.489,20.27,20.059,QSO
19.678,19.457,19.197,19.18,19.096,QSO
20.096,19.871,19.589,19.537,19.449,QSO
19.279,18.889,18.565,18.51,18.532,QSO
24.449,20.728,19.841,19.673,19.542,QSO
20.553,20.415,20.4,20.109,19.972,QSO
19.611,19.487,19.366,19.172,19.232,QSO
19.877,19.656,19.452,19.455,19.598,QSO
18.692,18.358,18.29,18.153,17.982,QSO
20.506,20.307,20.085,19.831,19.565,QSO
20.718,19.592,19.243,18.832,18.424,QSO
20.539,19.789,19.641,19.553,19.478,QSO
20.712,20.599,20.431,20.189,20.388,QSO
19.429,19.421,19.425,19.039,18.951,QSO
19.221,19.1,19.226,18.927,18.962,QSO
18.111,17.963,17.825,17.745,17.753,QSO
20.698,20.453,20.296,20.305,20.162,QSO
18.762,18.491,18.366,18.131,18.136,QSO
19.153,19.009,18.915,18.927,18.975,QSO
19.331,18.724,18.538,18.475,18.219,QSO
19.273,19.213,19.031,19.048,19.004,QSO
18.69,18.275,18.317,18.191,18.001,QSO
19.322,19.063,18.963,19.103,18.978,QSO
19.506,19.309,19.372,19.068,18.83,QSO
19.695,19.405,19.446,19.524,19.341,QSO
20.454,20.338,20.283,20.014,19.796,QSO
19.812,19.489,19.313,19.034,18.946,QSO
20.035,19.915,19.631,19.618,19.712,QSO
18.399,18.14,18.13,18.316,18.203,QSO
19.001,18.994,19.009,18.943,18.81,QSO
19.193,18.875,18.726,18.727,18.637,QSO
19.361,19.26,19.064,19.063,19.136,QSO
19.553,19.141,19.055,18.863,18.612,QSO
20.029,19.753,19.339,19.229,19.312,QSO
20.922,20.678,20.615,20.249,20.646,QSO
18.894,18.546,18.421,18.34,18.119,QSO
20.862,20.332,20.332,20.28,19.838,QSO
20.257,20.202,19.883,19.848,19.685,QSO
19.464,19.141,19.29,19.075,18.924,QSO
18.75,18.308,18.096,17.844,17.753,QSO
24.768,20.722,19.331,19.13,18.966,QSO
18.59,18.652,18.349,18.358,18.386,QSO
18.51,18.366,18.314,18.161,18.156,QSO
18.3,18.196,18.087,18.017,17.823,QSO
19.873,19.753,19.526,19.677,19.475,QSO
19.68,19.518,19.328,19.028,19.068,QSO
19.914,19.437,19.345,19.185,19.158,QSO
18.849,18.818,18.575,18.565,18.784,QSO
19.254,18.984,19.108,18.899,18.764,QSO
20.723,20.666,20.112,20.056,20.105,QSO
21.753,20.021,19.844,19.788,19.748,QSO
19.047,18.776,18.526,18.276,18.244,QSO
19.317,19.292,19.348,19.107,19.014,QSO
21.029,20.695,20.367,20.092,20.008,QSO
19.357,19.342,19.339,19.102,19.122,QSO
19.895,19.821,19.798,19.596,19.525,QSO
19.129,19.017,18.979,18.742,18.716,QSO
19.776,19.323,19.208,18.975,18.698,QSO
24.524,21.56,20.267,20.272,19.779,QSO
19.028,18.487,18.393,18.134,18.067,QSO
19.781,19.581,19.672,19.635,19.781,QSO
18.969,18.764,18.789,18.646,18.636,QSO
20.456,19.869,19.559,19.132,19.035,QSO
19.397,19.331,19.072,18.964,18.972,QSO
21.859,20.862,20.546,20.391,20.491,QSO
18.333,18.124,18.248,18.149,18.176,QSO
19.993,19.792,19.787,19.868,19.837,QSO
19.538,19.359,19.061,18.954,18.789,QSO
19.779,19.35,19.082,17.575,18.168,QSO
20.827,19.42,19.2,19.013,18.918,QSO
